Course Name,Course ID,Credit Count,Prerequisites
Entrepreneurship: New Venture Growth,MGMT 443,3,"Consent
Wellness
WELL 100 Building Academic and Wellness Skills for Student
Success 1 credits
This course builds wellness, resilience, and academic skills designed to
support your health and your life as a student through practicing skills
and strategies for stress hardiness and academic success"
Training & Development,MGMT 445,3,SPAN 201W
MGMT 447 Management: Special Topics,MGMT 340,3,"Students must demonstrate sufficient language competence
in the target language so as to be able to teach courses exclusively in the
target language"
MGMT 449 Quality Management,MGMT 230,3,"Students must demonstrate sufficient language competence
in the target language so as to be able to teach courses exclusively in the
target language"
"or equivalent
MGMT 453 Entrepreneurship Seminar",ECON 207,1,None
Management Information Systems,MGMT 459,3,None
MGMT 472 Project Management,MGMT 300,3,None
Enterprise Resource Planning (ERP),MGMT 473,3,None
MGMT 481 Business Policy & Strategy,MGMT 300,3,None
"MGMT 482 Business, Society, & Ethics",MGMT 346,3,None
Leadership,MGMT 484,3,None
Strategic Human Resource Management,MGMT 486,3,None
MGMT 490 Business Professionals,MGMT 340,3,None
BBA Capstone,MGMT 492,3,None
Internship,MGMT 496,4,None
Internship,MGMT 497,3,None
Internship,MGMT 498,3,None
Introduction to Computer Aided Design,MFE 142,3,None
Manufacturing Processes I,MFE 275,4,None
MFE 323 Statics,CHEM 201,3,None
MFE 324 Strength of Materials and Dynamics,PHYS 221,4,None
MFE 341 Advanced Computer Aided Design,MFE 323,3,None
MFE 347 Manufacturing Automation,MFE 142,4,None
MFE 375 Manufacturing Processes II,MFE 275,4,None
MFE 386 Metrology,MFE 275,3,None
MFE 407 Manufacturing Resource Planning & Control,STAT 354,3,None
Industrial Ergonomics,MFE 423,3,None
MFE 424 Industrial Safety,STAT 354,2,None
Project Management and Engineering Economy,MFE 425,3,None
MFE 426 Logistics and Transportation,STAT 354,3,None
Quality Management Systems,MFE 427,3,None
MFE 428 Lean Manufacturing,STAT 354,3,None
Computer Integrated Manufacturing,MFE 448,3,None
MFE 488W Senior Design I,MFE 425,2,None
Senior Design II,MFE 489W,2,None
"Manufacturing Engineering Technology
MET 104 Introduction to Manufacturing Engineering
Technology",MFE 488W,1,None
Introduction to Parametric Modeling,MET 142,3,None
Manufacturing Processes I,MET 275,4,None
"and MET 142
MET 323 Statics",CHEM 104,3,None
"and MATH 121
MET 324 Strength of Materials and Dynamics",PHYS 211,4,None
MET 341 Advanced Parametric Modeling,MET 323,3,None
MET 375 Manufacturing Processes II,MET 341,4,None
Metrology for Engineering Technologist,MET 386,3,None
CPT: Co-Operative Experience,MET 398,0,None
Manufacturing Resource Planning and Control,MET 407,3,None
Ergonomics & Work Measurement,MET 423,3,None
MET 424 Industrial Safety,STAT 154,2,None
Project and Value Management,MET 425,3,None
MET 426 Logistics and Transportation,STAT 154,3,None
MET 427 Quality Management Systems,STAT 154,3,None
MET 428 Lean Manufacturing,STAT 154,3,None
Computer Integrated Manufacturing,MET 448,3,None
MET 455 Project and Value Management II,PHYS 212,3,None
MET 488W Senior Design Project I,MET 425,2,None
Senior Design Project II,MET 489W,2,None
"Individual Study 1-4 credits
Prerequisites: Permission Required
Marketing
MRKT 100 Foundations of Business Concepts",MET 499,3,None
Principles of Marketing,MRKT 210,3,None
Professional Selling,MRKT 312,3,None
MRKT 316 Consumer Behavior,MRKT 210,3,None
Product and Pricing Strategy,MRKT 317,3,None
MRKT 318 Integrated Marketing Communications,MRKT 210,3,None
MRKT 324 Marketing Research & Analysis,MRKT 210,3,None
"or ECON 207
MRKT 341 Supply Chain Management",STAT 154,3,None
MRKT 398 CPT: Co-Operative Experience,MRKT 210,0,None
Business-to-Business Marketing,MRKT 413,3,None
MRKT 415 Retailing Management,MRKT 210,3,None
MRKT 416 Digital Marketing,MRKT 210,3,None
MRKT 420 Sales Management,MRKT 210,3,None
MRKT 424 Advanced Professional Selling,MRKT 210,3,None
MRKT 428 International Marketing,MRKT 312,3,None
MRKT 460 Social Media Marketing,MRKT 210,3,None
MRKT 480 Seminar,MRKT 210,3,None
MRKT 490 Marketing Management,MRKT 210,3,None
"or MRKT 341
MRKT 492 Study Tour",MRKT 339,3,None
Fair Trade Study Abroad in Belize,MRKT 494,3,None
Professional Sales Internship,MRKT 496,3,None
MRKT 498 Internship,MRKT 210,3,None
Intermediate Algebra,MATH 098,4,None
MATH 110 Perspectives in Mathematics,MATH 115,3,None
MATH 112 College Algebra,MATH 098,4,None
Trigonometry,MATH 113,3,None
Precalculus Mathematics,MATH 115,4,None
Calculus I,MATH 121,4,None
Calculus II,MATH 122,4,None
"Calculus II for Engineering Technology:
Integration",MATH 127,2,None
Finite Mathematics and Introductory Calculus,MATH 130,4,None
"Introduction to Mathematical Software
Programming",MATH 170,3,None
MATH 180 Mathematics for Computer Science,MATH 121,4,None
Intuitive Calculus,MATH 181,3,None
Elements of Mathematics I,MATH 201,3,None
Elements of Mathematics II,MATH 202,3,None
Elements of Math III,MATH 203,3,None
Linear Algebra I,MATH 247,4,None
Discrete Mathematics for Computer Science I,MATH 280,4,None
Foundations of Mathematics,MATH 290,4,None
Intermediate Analysis,MATH 316,3,None
Ordinary Differential Equations,MATH 321,4,None
College Geometry,MATH 332,4,None
Abstract Algebra I,MATH 345,4,None
Concepts of Probability & Statistics,MATH 354,4,None
Introduction to Discrete Mathematics,MATH 375,4,None
Discrete Mathematics for Computer Science II,MATH 380,4,None
CPT: Co-Operative Experience,MATH 398,0,None
Introduction to Topology,MATH 402,4,None
Introduction to Complex Variables,MATH 411,4,None
Real Analysis I,MATH 417,4,None
Real Analysis II,MATH 418,3,None
Partial Differential Equations,MATH 422,4,None
Mathematical Modeling,MATH 425,4,None
Linear Optimization Methods,MATH 428,4,None
MATH 435 Modern Geometry,MATH 247,4,None
Theory of Numbers,MATH 442,4,None
Abstract Algebra II,MATH 446,4,None
Linear Algebra II,MATH 447,3,None
Theory of Statistics I,MATH 455,4,None
Theory of Statistics II,MATH 456,4,None
Actuarial Applications in Probability,MATH 460,3,None
Mathematical Theory of Interest,MATH 461,4,None
Numerical Analysis I,MATH 470,4,None
Numerical Analysis II,MATH 471,4,None
History of Mathematics,MATH 480,3,None
Technology in 5-12 School Mathematics,MATH 484,3,None
Teaching Secondary School Mathematics,MATH 485,3,None
Mathematics Capstone Experience,MATH 492,3,None
Mathematics Capstone Experience,MATH 492W,3,None
"Introduction to Problem Solving and Engineering
Design",ME 201,2,None
"Corequisites: ME 103, MATH 121
ME 203 Geometric Dimensioning and Tolerancing in Engineering
Design",ME 101,2,None
"Prerequisites: ME 103, ME 201
ME 212 Statics",ME 103,3,None
ME 213 Statics and Dynamics for Electrical Engineers,PHYS 221,3,None
Dynamics,ME 214,3,None
ME 223 Mechanics of Materials,ME 212,3,None
Thermodynamics,ME 241,3,None
"ME 281 Computing Techniques for Mechanical Engineering
Analysis",PHYS 221,2,None
ME 291 Engineering Analysis,ME 201,3,None
"ME 297 Internship 1-4 credits
ME 299 Thermal Analysis",ME 201,2,None
Materials Science,ME 306,3,None
ME 321 Fluid Mechanics,ME 223,3,None
ME 324 Heat Transfer,ME 214,3,None
ME 329 Applied Thermodynamics,ME 321,3,None
ME 333 Manufacturing Processes,ME 241,3,None
ME 336 Mechanical Engineering Experimentation I,ME 223,2,None
ME 341 Linear Systems,ME 306,3,None
ME 344 Instrumentation,MATH 321,3,None
ME 398 CPT: Co-Operative Experience,EE 240,0,None
Structural Analysis,ME 415,3,None
ME 416 Thermal/Fluid Systems Design,ME 223,3,None
ME 417 Design of Machine Elements,ME 329,3,None
ME 418 Mechanical Systems Design,ME 223,3,None
ME 420 Computer Aided Engineering,ME 417,3,None
"Fall
Prerequisites: ME 203, ME 324, ME 417
ME 422 Mechanics of Composite Materials",ME 417,3,None
Analysis and Design of Heat Transfer Equipment,ME 424,3,None
ME 426 Aerosol Theory and Technology,ME 324,3,None
Design Project I,ME 428,3,None
ME 429 Energy Conversion,ME 417,3,None
Design for Manufacturing and Assembly,ME 433,3,None
Mechanical Engineering Experimentation II,ME 436W,2,None
ME 438W Design Project II,ME 329,3,None
ME 439 Heating Ventilating and Air Conditioning Design,ME 428,3,None
ME 440 Introduction to Computational Fluid Dynamics,ME 329,3,None
Design of Machine Elements II,ME 447,3,None
ME 450 Finite Element Method,ME 417,3,None
"and ME 324 or instructor consent
ME 463 Automatic Controls",ME 223,3,None
ME 464 Mechatronics,ME 341,3,None
Mechanical Engineering Experimentation III,ME 466,2,None
ME 466W Mechanical Engineering Experimentation III,ME 463,2,None
ME 483 Aircraft Stability and Control,ME 463,3,None
MSL 201 Leadership & Decision Making II,MSL 499,2,None
Army Doctrine & Team Development,MSL 202,2,None
Leadership and Teamwork,MSL 212,2,None
The Evolution of American Warfare,MSL 252,3,None
Applied Leadership in Small Unit Operations,MSL 302,3,None
MSL 366 Advanced Camp,MSL 301,3,None
The Army Officer,MSL 401,3,None
MSL 402 Company Grade Leadership,MSL 302,3,None
"Cultural Understanding and Language Proficiency
Internship",MSL 498,3,None
Introduction to Museum Studies,MUSE 200W,4,None
Concert Attendance,MUSC 100,0,None
Introduction to Music,MUSC 101,3,None
Pop Music USA: Jazz to Country to Blues,MUSC 102,3,None
Pop Music USA: R & B to MTV,MUSC 103,3,None
Introduction to Music Education,MUSC 105,3,None
Fundamentals of Music,MUSC 110,3,None
Music Theory 1,MUSC 111,2,None
Music Theory 2,MUSC 112,2,None
MUSC 115 Musicianship 1 for BA/BSME,MUS 131,4,None
Musicianship 2 for BA/BSME,MUSC 116,4,None
Musicianship 3 for BA/BSME,MUSC 117,4,None
Class Piano I,MUSC 119,3,None
Music Money and Success,MUSC 120,3,None
Introduction to the Music Industry,MUSC 122,3,None
"Artistic Enterprise- College, Careers, and
Creativity",MUSC 128,3,None
Admission to Major Interview,MUSC 199,0,None
Music Theory 3,MUSC 211,2,None
Music Theory 4,MUSC 212,2,None
MUSC 220 Piano Proficiency,MUSC 119,0,None
Music Technology,MUSC 240,2,None
Marching Band Techniques,MUSC 255,2,None
Introduction to Conducting,MUSC 261,2,None
Upper-Level Admission Assessment,MUSC 299,0,None
Music History 1,MUSC 301W,3,None
MUSC 302W Music History 2,MUSC 131,3,None
MUSC 303 Music Styles for the Music Educator I,MUS 131,3,None
MUSC 304 Music Styles after 1800 for the Music Educator,ENG 101,3,None
MUSC 305 Instrumental Pedagogy,ENG 101,3,None
Music of the World,MUSC 307,3,None
Women in Music,MUSC 308,3,None
Music Travel Tour,MUSC 309W,3,None
MUSC 315 Instrumental Methods 1,ENG 101,3,None
Choral Methods 1,MUSC 316,3,None
Instrumental Lab Ensemble,MUSC 317,3,None
Choral Lab Ensemble,MUSC 318,3,None
Musicpreneurship,MUSC 320W,3,None
Electronic Orchestration,MUSC 331,3,None
Materials and Methods of Teaching Music,MUSC 340,2,None
General Music K-12,MUSC 341,3,None
General Music 6-12,MUSC 342,2,None
General Music Lab,MUSC 343,3,None
Diction for Singers,MUSC 353,2,None
Music of the Renaissance,MUSC 402,3,None
Music of the Baroque Era,MUSC 403,3,None
Music of the Classic Period,MUSC 404,3,None
Music of the 19th Century,MUSC 405,3,None
Music of the Modern Era,MUSC 406,3,None
Form and Analysis,MUSC 411,3,None
Arranging (instrumentation/orchestration),MUSC 414,3,None
Choral Arranging,MUSC 415,2,None
Contrapuntal Techniques,MUSC 416,3,None
Project Development in the Music Industry,MUSC 421,3,None
Film Scoring and Multimedia,MUSC 431,3,None
MUSC 451 Vocal Literature,MUSC 112,2,None
Vocal Pedagogy and Literature,MUSC 452,3,None
Piano Literature,MUSC 456,3,None
Choral Methods 2,MUSC 465,3,None
Choral Methods 3,MUSC 466,3,None
Instrument Literature & Pedagogy,MUSC 471,2,None
